fid,id,open_date,name,location,lat,lon,threat,tags,commodity,measure_skim,measure_shore,measure_bio,measure_disperse,measure_burn,max_ptl_release_gallons,posts,description
1144,10193,2020/10/31,"Saratoga Lobo Black Bay Spill; LA, USA","LA, USA",29.66561667,-89.49571389,Oil,,,,,,,,,0,Hurricane Zeta (28 OCT 20) impacted Saratoga Resources Test Facility (NWF561) operated by Lobo Operating (NRC Report # 1291052).  An estimated 500bbl crude oil was lost from one of three tanks on the platform.  The remaining two tanks are damaged but only one tank continues to discharge.  The leaking tank contains approximately 57bbl crude oil and 557bbl produced water.  The tank is discharging onto the platform and into the water. Sheen is minimal.  USCG has not identified any areas of shoreline impact. NOAA providing fate/trajectory and resources at risk.
1146,10190,2020/10/22,"Liberty Ship Thomas Heyward, Gulf of Mexico",Gulf of Mexico,30.30755556,-86.60394444,Oil,Historic Wreck|Hurricane,Oil,,,,,,,4,"On October 21, 2020, NOAA was notified of a spill from the SS Thomas Heyward Liberty Ship, now an artificial reef located southwest of Destin East Pass, FL.   In September, sport divers reported oil sheen on the water surface and black ""oil - like"" substance flowing from the deck of the ship and the Okaloosa county diver conducted an inspection of the artificial reef and collected samples.  Now, USCG requested NOAA assistance in identifying whether the ship is related to the Johnson Beach spill, reported after Hurricane Sally made landfall."
1147,10189,2020/10/19,"Broadkill Beach Oil Spill, Delaware; Broadkill Beach,  DE 19958, USA","Broadkill Beach,  DE 19958, USA",38.83,-75.21,Oil,,Fuel Oil,,,,,,,0,"On October 19, 2020, the USCG notified the NOAA SSC that an unknown volume of oil from an unknown source had come ashore at Lewes State Park, Delaware. At least one mile of shoreline has been impacted with tar balls and tar patties. Sector Delaware Bay intends to conduct a more formal shoreline assessment."
1150,10184,2020/10/13,"Trinity Bay Anomalies (MPSR); Chambers County, TX, USA","Chambers County, TX, USA",29.68138889,-94.79083333,Oil,,,,,,,,,0,"On October 13, 2020, NESDIS issued two Marine Pollution Surveillance Reports noting anomalies (potential oil) at facilities in Trinity Bay, Texas.  NOAA SSC forwarded MPSRs to Sector Houston-Galveston.  Duty teams will follow up"
1152,10178,2020/09/30,"Lobo Durango Platform Allision, Breton Sound; LA, USA","LA, USA",29.4525,-89.29666667,Oil,,,,,,,,,0,"On September 26, 2020, the USCG Sector NOLA received NRC reports #1288319 and #1288318 regarding an allision between M/V Kristy Dutch and Lobo Platform, Durango. The allision resulted in damage to the inactive riser platform. An active line with approx 4.5bbl oil is associated with the structure. Currently no active discharge. NOAA providing Spot Forecasts"
1153,10177,2020/09/30,"Yuma Energy Platform Leak, Breton Sound; LA, USA","LA, USA",29.67083333,-89.43666667,Oil,,,,,,,,,0,"On September 30, 2020, the USCG Sector New Orleans notified the NOAA SSC of multiple reports of oil sheen near Fiddler Point, Breton Sound post Hurricane Sally.  The USCG was unable to identify the source but satellite surveillance by NOAA NESDIS identified the source as a Yuma Energy platform in Breton Sound Block 2. A cement storage barge located under the platform has visible cracks and is discharging a few drops of crude oil every minute. An estimated 50bbl of oil resides in the barge. NOAA provided a trajectory."
1154,10176,2020/09/29,"West Bell Island Oil Spill; LA, USA","LA, USA",29.099,-90.27477778,Oil,,,,,,,,,0,"On September 28, 2020, the USCG Houma was notified by Weeks Marine of a mystery oil spill on West Bell Island, LA.  Approximately 1,000 ft of sandy beach has been impacted NOAA has provided a hind-cast to assist with the determination of the source."
1155,10173,2020/09/24,"Timbalier Island Platform Leak; Timbalier Bay, LA","Timbalier Bay, LA",29.075,-90.29333333,Oil,,Crude and Gas,,,,,,,0,"On September 24, 2020, the NOAA Regional Response Officer was notified by the USCG MSU Houma IMD Chief about a platform leak reported by BSEE which was seen during a non-related overflight. USCG and LOSCO contacted several companies in the area to identify RP. USCG requested a fate and trajectory analysis while RP was been located."
1157,10168,2020/09/10,"M/T Monsoon; Upper Florida Keys, USA","Upper Florida Keys, USA",24.8864364907877,-80.1974487304688,Chemical,Adrift,,,,,,,,0,"On September 9, 2020,  USCG Sector Key West notified the Florida Keys National Marine Sanctuary that a 750 Ft Propane was adrift off of the Upper Keys.  The tanker MT Monsoon was underway with empty tanks from Belgium to Houston when it had issues with saltwater contamination of its engines, losing propulsion.  Notification only"
1158,10161,2020/08/30,"Satellite imagery identifies mystery spill, Gulf of Mexico",Gulf of Mexico,29.305,-91.88666667,Oil,,,,,,,,,0,"30 Aug 2020 NESDIS imagery indicates a 15x1 mile oil anomaly 14 miles south of Marsh Island, LA. USCG, BSEE, and potential RPs are investigating. No additional information at this time."
1159,10160,2020/08/29,"Explosion at oil platform, Venice, LA; release not known","Venice, LA, USA",29.14555556,-89.05111111,Oil,,,,,,,,,0,"On August 29, 2020, the USCG notified the NOAA SSC of an explosion at a TPIC platform in Main Pass 67, Venice, LA (NRC 1285919). The platform is on fire but is shut-in.  300bbl of oil/water mixture are stored onsite. It is unknown if a release has occurred. NOAA providing fate & trajectory."
1160,10155,2020/08/25,"Hurricane Laura; Texas and Louisiana",Texas and Louisiana,29.67416667,-93.83361111,Other,,Oil,,,,,,,0,"Hurricane Laura is forecast to make landfall on the Southeast Texas/Southwest Louisiana coast early on the morning of August 27, 2020 as a Category 3 (major) hurricane.  This Hotline is being opened for reporting from all units and SSCs."
1161,10156,2020/08/21,"MY NO FILTER Fire and Sinking; offshore Ocean City, MD, USA","offshore Ocean City, MD, USA",38.0556608824208,-75.1567840576172,Oil,,Diesel Fuel,,,,,,200,0,"On August 21, 2020, the USCG Sector Maryland notified the NOAA SSC that a 60-foot long yacht had caught fire and partially capsized 2 miles offshore and 2 miles north of Chincoteague Island, Virginia. On 25 August, Sector Maryland requested a review of the proposed salvage plan and stakeholder coordination."
1162,10152,2020/08/21,"Pipeline Explosion; Corpus Christi Inner Harbor, TX","Corpus Christi Inner Harbor, TX",27.81686111,-97.46772222,Chemical,,Propane,,,,,,,0,"On August 21, 2020, an explosion and fire were reported in Corpus Christi Inner Harbor after a dredger hit an underwater pipeline (NRC#1285154).  6 non-critical injuries were reported, 4 persons unaccounted for.  SAR activities are underway.  The pipeline reported to contain propane has been shut-in, and pressure is being bled off.  The Dredger is reported to contain a potential of 8,000 gallons diesel and an unknown amount of hydraulic fluid.As of approximately 1200 CT, dredge fire was extinguished.  No sheen has been observed on the water.  SSC providing support on response options, air plume modeling, trajectory in the event of release and resources at risk."
1163,10151,2020/08/20,"TPIC MP35 Produced Water Discharge; Main Pass 35, LA, USA","Main Pass 35, LA, USA",29.45111111,-89.40333333,Oil,,Produce water/oil,,,,,,31500,0,"On August 19, 2020, the USCG Sec NOLA was notified of a collapsed platform and produced water tank in Main Pass 35. Lines have been shut-in. Release secured. Approximately 750 bbl of produced water were discharged.  Rainbow sheen in the area.  SSC provided phone support. No shoreline impact anticipated."
1164,10146,2020/08/13,"Helis Oil Well Leak Black Bay; LA, USA","LA, USA",29.52722222,-89.47777778,Oil,,,,,,,,,0,"On August 13,  2020, the USCG Sector NOLA notified the NOAA SSC of a 7bbl well leak and 1.5mi x 1mi  rainbow sheen in Black Bay, Louisiana.  A well owned by Helis Oil was identified as the source of release.  Well is secured. Fate & trajectory requested.  No shoreline impact anticipated."
1165,10159,2020/08/11,"Main Pass 69A Sheen; LA, USA","LA, USA",29.23388889,-89.05138889,Oil,,oil,,,,,,,0,"On August 11, 2020, the USCG IMD Sector New Orleans reported a sheen with dark product 20 miles long and half-mile wide off the Louisiana coast. TPIC is suspected to be the responsible party. Fieldwood and BSEE both conducted overflights. The amount is suspected to be  5 - 10 barrels of Louisiana Sweet Crude.  RRO notified and phone support was requested"
1166,10143,2020/08/10,"Mystery Sheen Main Pass 61; Gulf of Mexico",Gulf of Mexico,29.31611111,-88.92027778,Oil,,,,,,,,,0,"ON August 10, 2020, the USCG received notification of a mystery sheen in Main Pass 61 off the coast of Louisiana.  The sheen was 8mi x 1/2mi heading west to east. USCG requested a hindcast to determine the potential for association with a previous incident."
1167,10128,2020/07/28,"FV Viking Star Riper Sinks off Coast of New Jersey; Offshore, Barnegat, NJ","Offshore, Barnegat, NJ",39.4644710032924,-74.0661623328924,Oil,,Diesel Fuel,,,,,,1100,0,"On 28 July 2020, USCG Sector Delaware Bay notified the NOAA SSC that a 60 ft fishing vessel sank 30 NMI east of Barnegat Light, NJ. The vessel had over 1,000 gallons of diesel fuel onboard. No pollution observed at the time incident was reported."
1170,10129,2020/07/28,"Vessel Capsizes at Naval Station Norfolk, VA; Norfolk, VA","Norfolk, VA",36.9625117765982,-76.3158416748047,Oil,,Diesel Fuel,1,1,,,,400,0,"On 28 July 2020, USCG Sector Virginia notified the NOAA SSC that a privately owned charter vessel with 400 gallons of diesel fuel onboard, sank, and capsized in Willoughby Bay, Norfolk, Virginia, adjacent to the US Navy's Naval Station. USCG requested an informal ESA emergency consultation. No pollution reported at this time. Salvage operations are underway."
1172,10126,2020/07/21,"M/V Algoma Verity; Fore River Parkway Trail, Fore River Parkway Trail, Portland, ME 04102, USA","Fore River Parkway Trail, Fore River Parkway Trail, Portland, ME 04102, USA",43.6475194712573,-70.2837789058685,Oil,,,,,,,,,0,"On July 17, while in Portsmouth Harbor, the ALGOMA VERITY reported an issue with fuel its ballast tank water.  On closer inspection, with the US Coast Guard, is was determined that a fuel tanks and the ballast tank were communicating.  On the 19th the ship was moved to Portland, ME because of better facilities.  Issues around decanting remain.  The NOAA SSC was brought in for these discussions."
1173,10122,2020/07/14,"Hackberry Oil Field Valve Leak; Louisiana",Louisiana,30.01638889,-93.32063889,Oil,,Crude Oil,1,,,,,2000,0,"On June 12, 2020, a discharge of crude oil into Calcasieu Lake from a non-operational well was reported (NRC#1281686).  Discharge is from a failed valve, not secured.  OSRO is on-site, conducting skimming operations, and oil is contained by boom.  As of June 14, source is still not secure.  Response operations ongoing, with an estimated 1,000-2,000 gallons of oil present in boom.  Boom is containing oil.  MSU Lake Charles requested trajectory in the event boom fails."
1174,10119,2020/07/11,"Hilcorp 212 Facility, Lake Grand Ecaille Spill; LA, USA","LA, USA",29.39194444,-89.79527778,Oil,,,,,,,,,0,"On July 11, 2020, the USCG Sector New Orleans Incident Management Division called the NOAA Regional Response Officer about an estimated 1bbl crude oil discharge at Hilcorp 212 facility. The cause of discharge is determined to be internal corrosion. Source is secured, most of the discharge is contained with hard boom. USCG requested trajectory for rainbow sheen seen during overflight crew."
1175,10117,2020/06/29,"Mystery Sheen; York County, ME, USA","York County, ME, USA",43.0161953254032,-70.6733322143555,Oil,,,,,,,,,0,"USCG Station Portsmouth, NH contact the NOAA SSC about a 1/2 mile long mystery sheen 3 miles east of the Portsmouth Harbor entrance. The SSC worked with the unit to determine possible sources and next actions."
1176,10112,2020/06/26,"Right Whale Strike NJ; United States",United States,39.6056881783208,-73.9874267578125,Other,,,,,,,,,0,A deceased right whale was discovered off of NJ coast (lat/long forthcoming) that has propeller wounds and likely a recent vessel interaction case.  NMFS/GARFO has requested coordination with ERD.
1178,10097,2020/06/04,"M/V Hoegh Xiamen; Intermodal Dr, Jacksonville, FL 32226, USA","Intermodal Dr, Jacksonville, FL 32226, USA",30.4046,-81.5467,Oil,,,,,,,,,0,"On June 4, 2020, the Coast Guard Sector Jacksonville notified the SSC of explosions and a resulting fire aboard the 600 foot RoRo or car carrier vessel M/V Hoegh Xiamen that occurred at approximately 1830 EST at pier 20 on Blount Island, Jacksonville, FL. The estimated position for the vessel is 30.4046N, 081.5467W. Fuel on board was reported to be 64 MT of low sulfur fuel oil, 315 MT of MGO, and 30,355 liters of lube oil. At this time, the Coast Guard does not have information pertaining to the number of tanks aboard the vessel or the distribution of the oil onboard. Cargo consists of 2400 cars each with approximately one eighth of a tank of gasoline plus normal lubricants. Reportedly one firefighter was critically injured and five more had minor injuries. The fire department is on scene and attempting to cool the vessel but are not trying to enter the vessel to extinguish the fire. NOAA is preparing some trajectory analysis information and resources at risk information for the Coast Guard for use in the event of a release."
1179,10094,2020/06/01,"Bloom Reported as Oil; Parish Governing Authority District 9, LA, USA","Parish Governing Authority District 9, LA, USA",29.0429638621888,-90.5081176757812,Other,,N/A,,,,,,,0,"On June 1, 2020,  the USCG MSU Houma reported to SSC and RRO that they had been receiving reports all weekend about a brownish substance in the water. There were no reports of sheen or smell of oil, and substance appears to be an algae bloom."
